datetime,demand_mwh,country
2024-05-17 03:00:00,42472.25,Germany
2024-05-17 04:00:00,42943.75,Germany
2024-05-17 05:00:00,45281.75,Germany
2024-05-17 06:00:00,52044.25,Germany
2024-05-17 07:00:00,57222.75,Germany
2024-05-17 08:00:00,60608.5,Germany
2024-05-17 09:00:00,60643.0,Germany
2024-05-17 10:00:00,61698.25,Germany
2024-05-17 11:00:00,62764.25,Germany
2024-05-17 12:00:00,62367.5,Germany
2024-05-17 13:00:00,61052.0,Germany
2024-05-17 14:00:00,59290.75,Germany
2024-05-17 15:00:00,58042.5,Germany
2024-05-17 16:00:00,56479.5,Germany
2024-05-17 17:00:00,56471.75,Germany
2024-05-17 18:00:00,57007.5,Germany
2024-05-17 19:00:00,56009.0,Germany
2024-05-17 20:00:00,53172.5,Germany
2024-05-17 21:00:00,50966.0,Germany
2024-05-17 22:00:00,47821.0,Germany
2024-05-17 23:00:00,44406.25,Germany
2024-05-18 00:00:00,42707.5,Germany
2024-05-18 01:00:00,40491.0,Germany
2024-05-18 02:00:00,38999.25,Germany
2024-05-18 03:00:00,38848.75,Germany
2024-05-18 04:00:00,39120.5,Germany
2024-05-18 05:00:00,39397.0,Germany
2024-05-18 06:00:00,40448.5,Germany
2024-05-18 07:00:00,43506.5,Germany
2024-05-18 08:00:00,46806.25,Germany
2024-05-18 09:00:00,49057.5,Germany
2024-05-18 10:00:00,50496.5,Germany
2024-05-18 11:00:00,50888.25,Germany
2024-05-18 12:00:00,49970.75,Germany
2024-05-18 13:00:00,48334.75,Germany
2024-05-18 14:00:00,46891.5,Germany
2024-05-18 15:00:00,46642.25,Germany
2024-05-18 16:00:00,46327.75,Germany
2024-05-18 17:00:00,47196.5,Germany
2024-05-18 18:00:00,47625.25,Germany
2024-05-18 19:00:00,47187.5,Germany
2024-05-18 20:00:00,45456.0,Germany
2024-05-18 21:00:00,44531.5,Germany
2024-05-18 22:00:00,42885.25,Germany
2024-05-18 23:00:00,39945.0,Germany
2024-05-19 00:00:00,37528.5,Germany
2024-05-19 01:00:00,35699.0,Germany
2024-05-19 02:00:00,34671.0,Germany
2024-05-19 03:00:00,34068.75,Germany
2024-05-19 04:00:00,33740.75,Germany
2024-05-19 05:00:00,33563.0,Germany
2024-05-19 06:00:00,34318.75,Germany
2024-05-19 07:00:00,36589.75,Germany
2024-05-19 08:00:00,40140.75,Germany
2024-05-19 09:00:00,42976.75,Germany
2024-05-19 10:00:00,44162.75,Germany
2024-05-19 11:00:00,45420.5,Germany
2024-05-19 12:00:00,45023.5,Germany
2024-05-19 13:00:00,43077.0,Germany
2024-05-19 14:00:00,41517.5,Germany
2024-05-19 15:00:00,41527.5,Germany
2024-05-19 16:00:00,42008.75,Germany
2024-05-19 17:00:00,42788.5,Germany
2024-05-19 18:00:00,42726.5,Germany
2024-05-19 19:00:00,42465.75,Germany
2024-05-19 20:00:00,41768.5,Germany
2024-05-19 21:00:00,41496.0,Germany
2024-05-19 22:00:00,40535.75,Germany
2024-05-19 23:00:00,38059.0,Germany
2024-05-20 00:00:00,35478.25,Germany
2024-05-20 01:00:00,33817.75,Germany
2024-05-20 02:00:00,32935.25,Germany
2024-05-20 03:00:00,33118.75,Germany
2024-05-20 04:00:00,33211.75,Germany
2024-05-20 05:00:00,33611.75,Germany
2024-05-20 06:00:00,34630.25,Germany
2024-05-20 07:00:00,36684.25,Germany
2024-05-20 08:00:00,39973.25,Germany
2024-05-20 09:00:00,42755.75,Germany
2024-05-20 10:00:00,44282.25,Germany
2024-05-20 11:00:00,44913.5,Germany
2024-05-20 12:00:00,44442.75,Germany
2024-05-20 13:00:00,42946.25,Germany
2024-05-20 14:00:00,42338.5,Germany
2024-05-20 15:00:00,41454.0,Germany
2024-05-20 16:00:00,41548.0,Germany
2024-05-20 17:00:00,42608.0,Germany
2024-05-20 18:00:00,44025.5,Germany
2024-05-20 19:00:00,44527.75,Germany
2024-05-20 20:00:00,44619.5,Germany
2024-05-20 21:00:00,44692.75,Germany
2024-05-20 22:00:00,44098.75,Germany
2024-05-20 23:00:00,41674.0,Germany
2024-05-21 00:00:00,39615.25,Germany
2024-05-21 01:00:00,37703.5,Germany
2024-05-21 02:00:00,36947.0,Germany
2024-05-21 03:00:00,37437.0,Germany
2024-05-21 04:00:00,38569.75,Germany
2024-05-21 05:00:00,41942.5,Germany
2024-05-21 06:00:00,49622.5,Germany
2024-05-21 07:00:00,55299.75,Germany
2024-05-21 08:00:00,58543.0,Germany
2024-05-21 09:00:00,59087.25,Germany
2024-05-21 10:00:00,60457.75,Germany
2024-05-21 11:00:00,61190.0,Germany
2024-05-21 12:00:00,60258.5,Germany
