Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
May 17, 2024 1:00 PM;May 17, 2024 2:00 PM;61,052.00;64,285.00;3,233.00;16,841.75
May 17, 2024 2:00 PM;May 17, 2024 3:00 PM;59,290.75;62,769.00;3,478.25;17,406.25
May 17, 2024 3:00 PM;May 17, 2024 4:00 PM;58,042.50;61,608.25;3,565.75;18,842.50
May 17, 2024 4:00 PM;May 17, 2024 5:00 PM;56,479.50;58,890.50;2,411.00;21,208.75
May 17, 2024 5:00 PM;May 17, 2024 6:00 PM;56,471.75;56,835.75;364.00;24,537.50
May 17, 2024 6:00 PM;May 17, 2024 7:00 PM;57,007.50;57,560.25;552.75;29,160.50
May 17, 2024 7:00 PM;May 17, 2024 8:00 PM;56,009.00;56,015.50;6.50;33,431.00
May 17, 2024 8:00 PM;May 17, 2024 9:00 PM;53,172.50;53,178.50;6.00;34,803.50
May 17, 2024 9:00 PM;May 17, 2024 10:00 PM;50,966.00;50,968.00;2.00;33,158.50
May 17, 2024 10:00 PM;May 17, 2024 11:00 PM;47,821.00;47,828.50;7.50;31,037.50
May 17, 2024 11:00 PM;May 18, 2024 12:00 AM;44,406.25;44,480.50;74.25;28,658.25
May 18, 2024 12:00 AM;May 18, 2024 1:00 AM;42,707.50;42,882.00;174.50;27,792.25
May 18, 2024 1:00 AM;May 18, 2024 2:00 AM;40,491.00;40,819.00;328.00;26,847.25
May 18, 2024 2:00 AM;May 18, 2024 3:00 AM;38,999.25;39,561.75;562.50;26,373.50
May 18, 2024 3:00 AM;May 18, 2024 4:00 AM;38,848.75;39,431.75;583.00;27,288.00
May 18, 2024 4:00 AM;May 18, 2024 5:00 AM;39,120.50;39,546.50;426.00;28,638.75
May 18, 2024 5:00 AM;May 18, 2024 6:00 AM;39,397.00;39,745.75;348.75;29,724.25
May 18, 2024 6:00 AM;May 18, 2024 7:00 AM;40,448.50;40,647.50;199.00;30,120.00
May 18, 2024 7:00 AM;May 18, 2024 8:00 AM;43,506.50;43,867.00;360.50;30,708.50
May 18, 2024 8:00 AM;May 18, 2024 9:00 AM;46,806.25;47,322.00;515.75;28,830.50
May 18, 2024 9:00 AM;May 18, 2024 10:00 AM;49,057.50;50,585.25;1,527.75;24,346.50
May 18, 2024 10:00 AM;May 18, 2024 11:00 AM;50,496.50;53,280.50;2,784.00;20,032.75
May 18, 2024 11:00 AM;May 18, 2024 12:00 PM;50,888.25;55,219.50;4,331.25;16,090.00
May 18, 2024 12:00 PM;May 18, 2024 1:00 PM;49,970.75;54,295.50;4,324.75;13,040.00
May 18, 2024 1:00 PM;May 18, 2024 2:00 PM;48,334.75;52,615.00;4,280.25;12,042.50
May 18, 2024 2:00 PM;May 18, 2024 3:00 PM;46,891.50;51,467.50;4,576.00;12,798.50
May 18, 2024 3:00 PM;May 18, 2024 4:00 PM;46,642.25;50,958.00;4,315.75;15,450.50
May 18, 2024 4:00 PM;May 18, 2024 5:00 PM;46,327.75;50,137.25;3,809.50;18,446.25
May 18, 2024 5:00 PM;May 18, 2024 6:00 PM;47,196.50;49,141.25;1,944.75;24,391.25
May 18, 2024 6:00 PM;May 18, 2024 7:00 PM;47,625.25;47,749.75;124.50;31,092.00
May 18, 2024 7:00 PM;May 18, 2024 8:00 PM;47,187.50;47,193.75;6.25;36,843.25
May 18, 2024 8:00 PM;May 18, 2024 9:00 PM;45,456.00;45,461.50;5.50;38,629.25
May 18, 2024 9:00 PM;May 18, 2024 10:00 PM;44,531.50;44,543.75;12.25;38,025.25
May 18, 2024 10:00 PM;May 18, 2024 11:00 PM;42,885.25;42,896.75;11.50;37,055.50
May 18, 2024 11:00 PM;May 19, 2024 12:00 AM;39,945.00;40,035.25;90.25;34,789.50
May 19, 2024 12:00 AM;May 19, 2024 1:00 AM;37,528.50;37,601.50;73.00;32,983.00
May 19, 2024 1:00 AM;May 19, 2024 2:00 AM;35,699.00;35,916.75;217.75;31,339.00
May 19, 2024 2:00 AM;May 19, 2024 3:00 AM;34,671.00;34,812.50;141.50;30,152.75
May 19, 2024 3:00 AM;May 19, 2024 4:00 AM;34,068.75;34,260.00;191.25;29,771.50
May 19, 2024 4:00 AM;May 19, 2024 5:00 AM;33,740.75;34,002.25;261.50;29,365.00
May 19, 2024 5:00 AM;May 19, 2024 6:00 AM;33,563.00;33,886.75;323.75;28,845.00
May 19, 2024 6:00 AM;May 19, 2024 7:00 AM;34,318.75;34,641.25;322.50;27,722.25
May 19, 2024 7:00 AM;May 19, 2024 8:00 AM;36,589.75;37,168.50;578.75;26,003.00
May 19, 2024 8:00 AM;May 19, 2024 9:00 AM;40,140.75;41,751.00;1,610.25;23,442.75
May 19, 2024 9:00 AM;May 19, 2024 10:00 AM;42,976.75;45,482.25;2,505.50;19,580.00
May 19, 2024 10:00 AM;May 19, 2024 11:00 AM;44,162.75;46,872.25;2,709.50;16,002.00
May 19, 2024 11:00 AM;May 19, 2024 12:00 PM;45,420.50;49,548.25;4,127.75;14,407.25
May 19, 2024 12:00 PM;May 19, 2024 1:00 PM;45,023.50;50,022.75;4,999.25;12,803.00
May 19, 2024 1:00 PM;May 19, 2024 2:00 PM;43,077.00;48,350.00;5,273.00;10,611.00
May 19, 2024 2:00 PM;May 19, 2024 3:00 PM;41,517.50;46,593.75;5,076.25;9,041.50
May 19, 2024 3:00 PM;May 19, 2024 4:00 PM;41,527.50;46,460.25;4,932.75;9,630.75
May 19, 2024 4:00 PM;May 19, 2024 5:00 PM;42,008.75;46,943.50;4,934.75;12,200.50
May 19, 2024 5:00 PM;May 19, 2024 6:00 PM;42,788.50;46,767.75;3,979.25;18,446.50
May 19, 2024 6:00 PM;May 19, 2024 7:00 PM;42,726.50;43,479.00;752.50;23,730.00
May 19, 2024 7:00 PM;May 19, 2024 8:00 PM;42,465.75;42,489.75;24.00;30,618.25
May 19, 2024 8:00 PM;May 19, 2024 9:00 PM;41,768.50;41,773.75;5.25;34,220.25
May 19, 2024 9:00 PM;May 19, 2024 10:00 PM;41,496.00;41,502.00;6.00;35,199.00
May 19, 2024 10:00 PM;May 19, 2024 11:00 PM;40,535.75;40,537.00;1.25;34,769.00
May 19, 2024 11:00 PM;May 20, 2024 12:00 AM;38,059.00;38,069.25;10.25;32,849.75
May 20, 2024 12:00 AM;May 20, 2024 1:00 AM;35,478.25;35,506.50;28.25;30,777.50
May 20, 2024 1:00 AM;May 20, 2024 2:00 AM;33,817.75;33,869.00;51.25;29,423.25
May 20, 2024 2:00 AM;May 20, 2024 3:00 AM;32,935.25;33,160.75;225.50;28,738.00
May 20, 2024 3:00 AM;May 20, 2024 4:00 AM;33,118.75;33,341.50;222.75;29,470.00
May 20, 2024 4:00 AM;May 20, 2024 5:00 AM;33,211.75;33,263.25;51.50;29,961.50
May 20, 2024 5:00 AM;May 20, 2024 6:00 AM;33,611.75;33,615.75;4.00;30,347.50
May 20, 2024 6:00 AM;May 20, 2024 7:00 AM;34,630.25;34,636.00;5.75;29,122.25
May 20, 2024 7:00 AM;May 20, 2024 8:00 AM;36,684.25;36,954.00;269.75;25,608.50
May 20, 2024 8:00 AM;May 20, 2024 9:00 AM;39,973.25;41,152.25;1,179.00;20,304.75
May 20, 2024 9:00 AM;May 20, 2024 10:00 AM;42,755.75;45,877.00;3,121.25;14,763.00
May 20, 2024 10:00 AM;May 20, 2024 11:00 AM;44,282.25;48,927.00;4,644.75;8,851.50
May 20, 2024 11:00 AM;May 20, 2024 12:00 PM;44,913.50;49,714.75;4,801.25;5,182.25
May 20, 2024 12:00 PM;May 20, 2024 1:00 PM;44,442.75;49,160.75;4,718.00;2,854.50
May 20, 2024 1:00 PM;May 20, 2024 2:00 PM;42,946.25;47,663.00;4,716.75;1,530.00
May 20, 2024 2:00 PM;May 20, 2024 3:00 PM;42,338.50;47,053.75;4,715.25;2,431.50
May 20, 2024 3:00 PM;May 20, 2024 4:00 PM;41,454.00;45,970.75;4,516.75;4,039.75
May 20, 2024 4:00 PM;May 20, 2024 5:00 PM;41,548.00;45,948.25;4,400.25;8,320.00
May 20, 2024 5:00 PM;May 20, 2024 6:00 PM;42,608.00;45,228.50;2,620.50;15,727.25
May 20, 2024 6:00 PM;May 20, 2024 7:00 PM;44,025.50;44,756.00;730.50;25,555.50
May 20, 2024 7:00 PM;May 20, 2024 8:00 PM;44,527.75;44,538.00;10.25;33,321.50
May 20, 2024 8:00 PM;May 20, 2024 9:00 PM;44,619.50;44,629.25;9.75;36,887.75
May 20, 2024 9:00 PM;May 20, 2024 10:00 PM;44,692.75;44,701.00;8.25;35,760.75
May 20, 2024 10:00 PM;May 20, 2024 11:00 PM;44,098.75;44,154.00;55.25;31,582.00
May 20, 2024 11:00 PM;May 21, 2024 12:00 AM;41,674.00;42,743.75;1,069.75;26,723.50
May 21, 2024 12:00 AM;May 21, 2024 1:00 AM;39,615.25;40,678.50;1,063.25;23,203.25
May 21, 2024 1:00 AM;May 21, 2024 2:00 AM;37,703.50;39,646.50;1,943.00;20,713.50
May 21, 2024 2:00 AM;May 21, 2024 3:00 AM;36,947.00;39,087.50;2,140.50;20,782.75
May 21, 2024 3:00 AM;May 21, 2024 4:00 AM;37,437.00;39,498.25;2,061.25;21,426.25
May 21, 2024 4:00 AM;May 21, 2024 5:00 AM;38,569.75;39,845.25;1,275.50;22,138.25
May 21, 2024 5:00 AM;May 21, 2024 6:00 AM;41,942.50;42,827.00;884.50;25,462.50
May 21, 2024 6:00 AM;May 21, 2024 7:00 AM;49,622.50;49,651.00;28.50;31,859.75
May 21, 2024 7:00 AM;May 21, 2024 8:00 AM;55,299.75;55,306.00;6.25;34,758.75
May 21, 2024 8:00 AM;May 21, 2024 9:00 AM;58,543.00;58,550.00;7.00;33,187.00
May 21, 2024 9:00 AM;May 21, 2024 10:00 AM;59,087.25;59,484.50;397.25;27,229.00
May 21, 2024 10:00 AM;May 21, 2024 11:00 AM;60,457.75;62,397.25;1,939.50;21,861.50
May 21, 2024 11:00 AM;May 21, 2024 12:00 PM;61,190.00;65,439.50;4,249.50;19,006.25
May 21, 2024 12:00 PM;May 21, 2024 1:00 PM;60,258.50;64,309.25;4,050.75;17,580.50
May 21, 2024 1:00 PM;May 21, 2024 2:00 PM;60,152.50;64,061.00;3,908.50;19,511.75
May 21, 2024 2:00 PM;May 21, 2024 3:00 PM;60,570.50;62,970.50;2,400.00;22,428.25
May 21, 2024 3:00 PM;May 21, 2024 4:00 PM;60,376.25;64,417.50;4,041.25;22,747.25
May 21, 2024 4:00 PM;May 21, 2024 5:00 PM;59,100.75;62,030.75;2,930.00;23,800.75
May 21, 2024 5:00 PM;May 21, 2024 6:00 PM;58,199.25;58,901.00;701.75;26,981.25
May 21, 2024 6:00 PM;May 21, 2024 7:00 PM;58,124.00;58,129.50;5.50;30,971.25
May 21, 2024 7:00 PM;May 21, 2024 8:00 PM;58,702.25;58,740.50;38.25;33,169.25
May 21, 2024 8:00 PM;May 21, 2024 9:00 PM;56,491.00;56,528.75;37.75;32,289.75
May 21, 2024 9:00 PM;May 21, 2024 10:00 PM;54,389.25;54,439.50;50.25;31,004.25
May 21, 2024 10:00 PM;May 21, 2024 11:00 PM;51,135.75;51,249.75;114.00;28,429.75
May 21, 2024 11:00 PM;May 22, 2024 12:00 AM;47,647.00;48,625.50;978.50;25,369.00
May 22, 2024 12:00 AM;May 22, 2024 1:00 AM;44,714.50;47,036.00;2,321.50;21,504.75
May 22, 2024 1:00 AM;May 22, 2024 2:00 AM;43,335.00;47,326.50;3,991.50;20,685.50
May 22, 2024 2:00 AM;May 22, 2024 3:00 AM;42,704.50;47,702.00;4,997.50;20,052.50
May 22, 2024 3:00 AM;May 22, 2024 4:00 AM;43,377.25;48,015.25;4,638.00;20,948.50
May 22, 2024 4:00 AM;May 22, 2024 5:00 AM;43,821.25;47,887.25;4,066.00;22,996.50
May 22, 2024 5:00 AM;May 22, 2024 6:00 AM;46,234.00;48,661.25;2,427.25;25,343.50
May 22, 2024 6:00 AM;May 22, 2024 7:00 AM;52,744.75;53,442.00;697.25;30,137.25
May 22, 2024 7:00 AM;May 22, 2024 8:00 AM;57,955.00;58,101.00;146.00;34,446.25
May 22, 2024 8:00 AM;May 22, 2024 9:00 AM;61,403.50;61,404.75;1.25;35,430.25
May 22, 2024 9:00 AM;May 22, 2024 10:00 AM;62,495.00;62,513.25;18.25;32,348.25
May 22, 2024 10:00 AM;May 22, 2024 11:00 AM;63,192.50;63,643.75;451.25;28,937.50
May 22, 2024 11:00 AM;May 22, 2024 12:00 PM;63,385.75;64,856.00;1,470.25;27,756.00
May 22, 2024 12:00 PM;May 22, 2024 1:00 PM;62,368.25;64,156.00;1,787.75;26,903.75
May 22, 2024 1:00 PM;May 22, 2024 2:00 PM;62,058.00;65,191.00;3,133.00;26,494.75
May 22, 2024 2:00 PM;May 22, 2024 3:00 PM;61,289.75;65,155.25;3,865.50;26,203.25
May 22, 2024 3:00 PM;May 22, 2024 4:00 PM;59,465.25;63,019.50;3,554.25;24,844.25
May 22, 2024 4:00 PM;May 22, 2024 5:00 PM;57,586.00;60,994.00;3,408.00;25,245.25
May 22, 2024 5:00 PM;May 22, 2024 6:00 PM;57,885.25;59,678.25;1,793.00;29,563.00
May 22, 2024 6:00 PM;May 22, 2024 7:00 PM;57,603.25;58,218.00;614.75;36,822.50
May 22, 2024 7:00 PM;May 22, 2024 8:00 PM;57,110.75;57,129.50;18.75;43,911.25
May 22, 2024 8:00 PM;May 22, 2024 9:00 PM;55,368.25;55,373.50;5.25;47,572.25
May 22, 2024 9:00 PM;May 22, 2024 10:00 PM;53,595.50;53,596.50;1.00;47,779.50
May 22, 2024 10:00 PM;May 22, 2024 11:00 PM;50,881.00;50,917.75;36.75;44,813.50
May 22, 2024 11:00 PM;May 23, 2024 12:00 AM;46,599.50;46,991.75;392.25;39,685.50
May 23, 2024 12:00 AM;May 23, 2024 1:00 AM;43,230.75;43,813.50;582.75;35,179.25
May 23, 2024 1:00 AM;May 23, 2024 2:00 AM;41,933.50;44,111.25;2,177.75;32,613.50
May 23, 2024 2:00 AM;May 23, 2024 3:00 AM;41,010.25;44,531.25;3,521.00;30,854.50
May 23, 2024 3:00 AM;May 23, 2024 4:00 AM;41,039.50;44,579.25;3,539.75;30,395.25
May 23, 2024 4:00 AM;May 23, 2024 5:00 AM;41,733.25;43,706.25;1,973.00;31,896.50
May 23, 2024 5:00 AM;May 23, 2024 6:00 AM;44,165.25;44,377.00;211.75;34,655.25
May 23, 2024 6:00 AM;May 23, 2024 7:00 AM;50,733.00;50,758.00;25.00;39,505.00
May 23, 2024 7:00 AM;May 23, 2024 8:00 AM;55,448.25;55,453.00;4.75;39,846.75
May 23, 2024 8:00 AM;May 23, 2024 9:00 AM;58,612.50;58,700.50;88.00;35,634.00
May 23, 2024 9:00 AM;May 23, 2024 10:00 AM;59,318.25;60,196.75;878.50;27,640.50
May 23, 2024 10:00 AM;May 23, 2024 11:00 AM;59,745.00;63,050.50;3,305.50;21,806.00
May 23, 2024 11:00 AM;May 23, 2024 12:00 PM;60,015.00;64,677.25;4,662.25;18,983.75
May 23, 2024 12:00 PM;May 23, 2024 1:00 PM;58,520.50;62,665.75;4,145.25;17,178.25
May 23, 2024 1:00 PM;May 23, 2024 2:00 PM;57,542.25;61,295.00;3,752.75;17,717.50
May 23, 2024 2:00 PM;May 23, 2024 3:00 PM;56,118.50;60,199.25;4,080.75;18,126.50
May 23, 2024 3:00 PM;May 23, 2024 4:00 PM;55,595.00;58,287.25;2,692.25;22,266.50
May 23, 2024 4:00 PM;May 23, 2024 5:00 PM;55,032.50;56,146.50;1,114.00;27,502.00
May 23, 2024 5:00 PM;May 23, 2024 6:00 PM;54,570.75;55,176.75;606.00;33,767.00
May 23, 2024 6:00 PM;May 23, 2024 7:00 PM;54,425.25;54,703.75;278.50;41,371.75
May 23, 2024 7:00 PM;May 23, 2024 8:00 PM;54,070.75;54,079.25;8.50;47,250.00
May 23, 2024 8:00 PM;May 23, 2024 9:00 PM;51,920.25;51,925.50;5.25;48,644.50
May 23, 2024 9:00 PM;May 23, 2024 10:00 PM;49,904.25;49,908.75;4.50;47,670.25
May 23, 2024 10:00 PM;May 23, 2024 11:00 PM;47,385.50;47,430.25;44.75;44,975.25
May 23, 2024 11:00 PM;May 24, 2024 12:00 AM;43,827.25;43,893.75;66.50;41,212.50
May 24, 2024 12:00 AM;May 24, 2024 1:00 AM;41,257.00;41,555.00;298.00;38,546.25
May 24, 2024 1:00 AM;May 24, 2024 2:00 AM;39,894.75;40,071.50;176.75;37,510.50
May 24, 2024 2:00 AM;May 24, 2024 3:00 AM;39,218.75;39,751.00;532.25;37,197.25
May 24, 2024 3:00 AM;May 24, 2024 4:00 AM;39,472.00;40,053.25;581.25;37,506.25
May 24, 2024 4:00 AM;May 24, 2024 5:00 AM;40,334.00;40,847.25;513.25;38,232.50
May 24, 2024 5:00 AM;May 24, 2024 6:00 AM;42,620.75;42,781.75;161.00;39,780.25
May 24, 2024 6:00 AM;May 24, 2024 7:00 AM;48,896.25;48,945.75;49.50;43,693.00
May 24, 2024 7:00 AM;May 24, 2024 8:00 AM;54,206.50;54,211.50;5.00;44,588.50
May 24, 2024 8:00 AM;May 24, 2024 9:00 AM;57,411.50;57,429.50;18.00;42,119.25
May 24, 2024 9:00 AM;May 24, 2024 10:00 AM;58,504.50;58,523.75;19.25;36,770.50
May 24, 2024 10:00 AM;May 24, 2024 11:00 AM;58,982.25;59,329.25;347.00;31,810.00
May 24, 2024 11:00 AM;May 24, 2024 12:00 PM;60,075.00;60,687.75;612.75;29,525.50
May 24, 2024 12:00 PM;May 24, 2024 1:00 PM;59,918.25;61,580.50;1,662.25;28,060.25
May 24, 2024 1:00 PM;May 24, 2024 2:00 PM;58,019.25;60,814.00;2,794.75;25,595.25
May 24, 2024 2:00 PM;May 24, 2024 3:00 PM;56,023.25;59,742.50;3,719.25;23,993.25
May 24, 2024 3:00 PM;May 24, 2024 4:00 PM;55,559.75;58,644.75;3,085.00;24,604.25
May 24, 2024 4:00 PM;May 24, 2024 5:00 PM;55,227.50;57,490.75;2,263.25;27,054.25
May 24, 2024 5:00 PM;May 24, 2024 6:00 PM;53,983.25;54,238.25;255.00;30,290.00
May 24, 2024 6:00 PM;May 24, 2024 7:00 PM;53,699.00;53,833.25;134.25;35,826.50
May 24, 2024 7:00 PM;May 24, 2024 8:00 PM;52,895.00;52,896.50;1.50;41,063.50
May 24, 2024 8:00 PM;May 24, 2024 9:00 PM;50,538.00;50,540.00;2.00;42,405.75
May 24, 2024 9:00 PM;May 24, 2024 10:00 PM;48,303.50;48,323.00;19.50;41,664.25
May 24, 2024 10:00 PM;May 24, 2024 11:00 PM;45,653.00;45,882.50;229.50;39,344.50
May 24, 2024 11:00 PM;May 25, 2024 12:00 AM;42,267.75;42,600.50;332.75;35,264.50
May 25, 2024 12:00 AM;May 25, 2024 1:00 AM;38,307.50;38,633.50;326.00;31,380.00
May 25, 2024 1:00 AM;May 25, 2024 2:00 AM;36,738.75;36,881.50;142.75;30,051.25
May 25, 2024 2:00 AM;May 25, 2024 3:00 AM;35,616.75;35,898.00;281.25;29,459.50
May 25, 2024 3:00 AM;May 25, 2024 4:00 AM;35,195.00;35,559.75;364.75;29,244.75
May 25, 2024 4:00 AM;May 25, 2024 5:00 AM;35,270.00;35,462.25;192.25;29,466.75
May 25, 2024 5:00 AM;May 25, 2024 6:00 AM;35,455.50;35,877.25;421.75;29,248.50
May 25, 2024 6:00 AM;May 25, 2024 7:00 AM;37,377.75;38,054.00;676.25;28,969.50
May 25, 2024 7:00 AM;May 25, 2024 8:00 AM;40,013.75;40,395.50;381.75;27,945.00
May 25, 2024 8:00 AM;May 25, 2024 9:00 AM;43,013.25;43,323.75;310.50;25,689.75
May 25, 2024 9:00 AM;May 25, 2024 10:00 AM;45,665.00;47,056.25;1,391.25;22,519.00
May 25, 2024 10:00 AM;May 25, 2024 11:00 AM;47,098.25;50,262.25;3,164.00;18,113.00
May 25, 2024 11:00 AM;May 25, 2024 12:00 PM;48,292.75;52,578.00;4,285.25;15,058.00
May 25, 2024 12:00 PM;May 25, 2024 1:00 PM;47,845.75;52,491.00;4,645.25;11,836.00
May 25, 2024 1:00 PM;May 25, 2024 2:00 PM;46,240.50;51,190.50;4,950.00;9,746.00
May 25, 2024 2:00 PM;May 25, 2024 3:00 PM;44,334.75;49,247.50;4,912.75;9,034.25
May 25, 2024 3:00 PM;May 25, 2024 4:00 PM;42,996.75;47,677.75;4,681.00;10,184.50
May 25, 2024 4:00 PM;May 25, 2024 5:00 PM;42,070.50;45,870.50;3,800.00;13,786.75
May 25, 2024 5:00 PM;May 25, 2024 6:00 PM;42,603.00;44,753.25;2,150.25;19,909.50
May 25, 2024 6:00 PM;May 25, 2024 7:00 PM;43,574.50;43,806.50;232.00;28,396.75
May 25, 2024 7:00 PM;May 25, 2024 8:00 PM;43,576.00;43,637.75;61.75;34,801.25
May 25, 2024 8:00 PM;May 25, 2024 9:00 PM;42,360.00;42,372.75;12.75;37,755.25
May 25, 2024 9:00 PM;May 25, 2024 10:00 PM;41,262.50;41,274.25;11.75;38,126.75
May 25, 2024 10:00 PM;May 25, 2024 11:00 PM;40,245.00;40,258.25;13.25;36,855.25
May 25, 2024 11:00 PM;May 26, 2024 12:00 AM;37,039.25;37,197.75;158.50;33,753.75
May 26, 2024 12:00 AM;May 26, 2024 1:00 AM;36,705.50;36,743.00;37.50;33,946.25
May 26, 2024 1:00 AM;May 26, 2024 2:00 AM;34,826.50;34,859.25;32.75;33,010.50
May 26, 2024 2:00 AM;May 26, 2024 3:00 AM;33,847.00;33,938.00;91.00;32,307.00
May 26, 2024 3:00 AM;May 26, 2024 4:00 AM;33,648.00;33,692.25;44.25;32,200.25
May 26, 2024 4:00 AM;May 26, 2024 5:00 AM;33,970.50;34,075.75;105.25;32,642.25
May 26, 2024 5:00 AM;May 26, 2024 6:00 AM;33,519.50;33,926.25;406.75;31,707.75
May 26, 2024 6:00 AM;May 26, 2024 7:00 AM;34,025.75;35,229.75;1,204.00;29,260.75
May 26, 2024 7:00 AM;May 26, 2024 8:00 AM;36,618.50;39,096.00;2,477.50;24,798.00
May 26, 2024 8:00 AM;May 26, 2024 9:00 AM;39,861.50;43,435.50;3,574.00;18,786.25
May 26, 2024 9:00 AM;May 26, 2024 10:00 AM;42,206.00;46,107.25;3,901.25;11,288.50
May 26, 2024 10:00 AM;May 26, 2024 11:00 AM;43,591.00;48,030.25;4,439.25;5,820.25
May 26, 2024 11:00 AM;May 26, 2024 12:00 PM;45,051.25;49,580.25;4,529.00;4,273.00
May 26, 2024 12:00 PM;May 26, 2024 1:00 PM;44,886.25;49,499.00;4,612.75;3,220.75
May 26, 2024 1:00 PM;May 26, 2024 2:00 PM;43,370.50;48,247.00;4,876.50;3,279.75
May 26, 2024 2:00 PM;May 26, 2024 3:00 PM;42,512.00;47,341.00;4,829.00;5,501.00
May 26, 2024 3:00 PM;May 26, 2024 4:00 PM;42,312.75;46,826.00;4,513.25;7,944.25
May 26, 2024 4:00 PM;May 26, 2024 5:00 PM;42,344.00;46,594.25;4,250.25;11,899.75
May 26, 2024 5:00 PM;May 26, 2024 6:00 PM;43,672.25;46,821.00;3,148.75;16,666.00
May 26, 2024 6:00 PM;May 26, 2024 7:00 PM;44,728.25;45,323.75;595.50;22,918.75
May 26, 2024 7:00 PM;May 26, 2024 8:00 PM;45,303.25;45,317.50;14.25;29,898.75
May 26, 2024 8:00 PM;May 26, 2024 9:00 PM;44,637.25;44,650.00;12.75;32,474.25
May 26, 2024 9:00 PM;May 26, 2024 10:00 PM;44,780.75;45,192.75;412.00;33,592.75
May 26, 2024 10:00 PM;May 26, 2024 11:00 PM;44,411.75;44,425.00;13.25;32,972.75
May 26, 2024 11:00 PM;May 27, 2024 12:00 AM;42,000.25;42,380.25;380.00;30,068.00
May 27, 2024 12:00 AM;May 27, 2024 1:00 AM;39,830.00;40,328.00;498.00;29,305.50
May 27, 2024 1:00 AM;May 27, 2024 2:00 AM;38,557.75;40,032.75;1,475.00;28,568.25
May 27, 2024 2:00 AM;May 27, 2024 3:00 AM;38,174.75;41,223.25;3,048.50;28,501.00
May 27, 2024 3:00 AM;May 27, 2024 4:00 AM;38,223.00;41,628.00;3,405.00;28,595.00
May 27, 2024 4:00 AM;May 27, 2024 5:00 AM;39,292.75;41,736.00;2,443.25;29,492.25
May 27, 2024 5:00 AM;May 27, 2024 6:00 AM;42,029.00;42,922.75;893.75;32,305.00
May 27, 2024 6:00 AM;May 27, 2024 7:00 AM;48,795.75;48,973.00;177.25;37,846.50
May 27, 2024 7:00 AM;May 27, 2024 8:00 AM;53,966.75;54,042.75;76.00;40,431.75
May 27, 2024 8:00 AM;May 27, 2024 9:00 AM;57,268.75;57,399.25;130.50;39,515.50
May 27, 2024 9:00 AM;May 27, 2024 10:00 AM;58,456.25;59,151.50;695.25;33,964.50
May 27, 2024 10:00 AM;May 27, 2024 11:00 AM;59,483.75;61,073.75;1,590.00;28,736.75
May 27, 2024 11:00 AM;May 27, 2024 12:00 PM;59,773.50;62,278.75;2,505.25;25,927.75
May 27, 2024 12:00 PM;May 27, 2024 1:00 PM;58,783.00;61,918.25;3,135.25;22,465.00
May 27, 2024 1:00 PM;May 27, 2024 2:00 PM;57,931.75;61,633.75;3,702.00;21,430.25
May 27, 2024 2:00 PM;May 27, 2024 3:00 PM;56,644.50;59,893.25;3,248.75;21,506.50
May 27, 2024 3:00 PM;May 27, 2024 4:00 PM;55,490.75;57,854.25;2,363.50;23,310.75
May 27, 2024 4:00 PM;May 27, 2024 5:00 PM;53,607.00;54,901.75;1,294.75;27,289.25
May 27, 2024 5:00 PM;May 27, 2024 6:00 PM;53,823.00;54,000.50;177.50;35,485.25
May 27, 2024 6:00 PM;May 27, 2024 7:00 PM;54,204.00;54,208.50;4.50;42,920.25
May 27, 2024 7:00 PM;May 27, 2024 8:00 PM;53,766.50;53,772.25;5.75;47,514.00
May 27, 2024 8:00 PM;May 27, 2024 9:00 PM;51,655.00;51,660.00;5.00;47,395.25
May 27, 2024 9:00 PM;May 27, 2024 10:00 PM;49,890.75;49,899.50;8.75;45,926.00
May 27, 2024 10:00 PM;May 27, 2024 11:00 PM;46,815.25;46,826.25;11.00;42,994.50
May 27, 2024 11:00 PM;May 28, 2024 12:00 AM;43,394.25;43,403.00;8.75;39,264.50
May 28, 2024 12:00 AM;May 28, 2024 1:00 AM;40,554.50;40,628.50;74.00;35,852.50
May 28, 2024 1:00 AM;May 28, 2024 2:00 AM;39,151.00;39,251.75;100.75;33,484.25
May 28, 2024 2:00 AM;May 28, 2024 3:00 AM;38,923.00;39,577.25;654.25;32,186.50
May 28, 2024 3:00 AM;May 28, 2024 4:00 AM;38,854.25;39,914.75;1,060.50;31,689.75
May 28, 2024 4:00 AM;May 28, 2024 5:00 AM;38,945.25;39,910.00;964.75;31,016.25
May 28, 2024 5:00 AM;May 28, 2024 6:00 AM;41,926.75;42,336.25;409.50;32,932.25
May 28, 2024 6:00 AM;May 28, 2024 7:00 AM;48,592.00;48,602.75;10.75;37,766.75
May 28, 2024 7:00 AM;May 28, 2024 8:00 AM;53,136.75;53,138.75;2.00;39,510.25
May 28, 2024 8:00 AM;May 28, 2024 9:00 AM;56,184.00;56,290.00;106.00;37,194.25
May 28, 2024 9:00 AM;May 28, 2024 10:00 AM;56,839.75;57,308.75;469.00;31,282.75
May 28, 2024 10:00 AM;May 28, 2024 11:00 AM;58,341.75;59,934.25;1,592.50;27,676.75
May 28, 2024 11:00 AM;May 28, 2024 12:00 PM;59,341.75;61,679.25;2,337.50;26,280.00
